
Reggie    	1	F	hot pink            	Healthy
Tilda     	5	F	hot pink            	Radioactive
Reinhard  	5	M	hot pink            	Radioactive
Jo        	5	M	light neon green    	Radioactive
Christophorus	5	M	light neon green    	Radioactive
Otis      	5	M	light neon green    	Radioactive
Vernice   	5	F	hot pink            	Radioactive
Burnaby   	5	M	hot pink            	Radioactive
Keefer    	5	M	hot pink            	Radioactive
Melisenda 	5	F	hot pink            	Radioactive
Alaine    	5	F	light neon green    	Radioactive
Bevin     	5	M	hot pink            	Radioactive
Colby     	5	M	light neon green    	Radioactive
Tobin     	5	M	light neon green    	Radioactive
Conrade   	5	M	light neon green    	Radioactive
Krystle   	5	F	hot pink            	Radioactive
Tiphani   	5	F	hot pink            	Radioactive
Nevin     	5	M	light neon green    	Radioactive
Tresa     	5	F	hot pink            	Radioactive
Torrin    	5	M	light neon green    	Radioactive
Dud       	5	M	hot pink            	Radioactive
Ignazio   	5	M	hot pink            	Radioactive
Julie     	5	M	hot pink            	Radioactive
Brigitta  	5	F	light neon green    	Radioactive
Dall      	5	M	light neon green    	Radioactive
Blisse    	5	F	light neon green    	Radioactive
Martin    	4	M	hot pink            	Radioactive
Margalo   	4	F	hot pink            	Radioactive
Germaine  	4	M	hot pink            	Radioactive
Keely     	4	F	hot pink            	Radioactive
Zebulon   	4	M	hot pink            	Radioactive
Osmund    	4	M	hot pink            	Radioactive
Nealson   	4	M	hot pink            	Radioactive
Judas     	4	M	light neon green    	Radioactive
Bibby     	4	F	hot pink            	Radioactive
Renaldo   	4	M	hot pink            	Radioactive
Fionna    	4	F	hot pink            	Radioactive
Kippie    	4	F	hot pink            	Radioactive
Bella     	4	F	hot pink            	Radioactive
Roxana    	4	F	hot pink            	Radioactive
Jermaine  	4	M	light neon green    	Radioactive
Rogers    	4	M	hot pink            	Radioactive
Anatol    	4	M	light neon green    	Radioactive
Raquel    	4	F	hot pink            	Radioactive
Jamey     	4	M	light neon green    	Radioactive
Angelia   	4	F	hot pink            	Radioactive
Sharla    	4	F	hot pink            	Radioactive
Philip    	4	M	hot pink            	Radioactive
Jeannette 	4	F	hot pink            	Radioactive
Arleta    	4	F	hot pink            	Radioactive
Graham    	3	M	hot pink            	Radioactive
Stavro    	3	M	hot pink            	Radioactive
Janos     	3	M	hot pink            	Radioactive
Dmitri    	3	M	hot pink            	Radioactive
Bethena   	3	F	light neon green    	Radioactive
Saw       	3	M	hot pink            	Radioactive
Yance     	3	M	hot pink            	Radioactive
Verile    	3	F	hot pink            	Radioactive
Philis    	3	F	hot pink            	Radioactive
Brooke    	3	M	hot pink            	Radioactive
Delbert   	3	M	hot pink            	Radioactive
Fowler    	3	M	light neon green    	Radioactive
Ashbey    	3	M	hot pink            	Radioactive
Axel      	3	M	hot pink            	Radioactive
Neddie    	2	M	hot pink            	Radioactive
Frederich 	2	M	hot pink            	Radioactive
Tab       	2	M	hot pink            	Radioactive
Eldin     	2	M	hot pink            	Radioactive
Iseabal   	2	F	hot pink            	Radioactive
Enoch     	2	M	hot pink            	Radioactive
Ina       	2	F	hot pink            	Radioactive
Dehlia    	2	F	hot pink            	Radioactive
Hamlen    	2	M	hot pink            	Radioactive
Mohammed  	1	M	hot pink            	Radioactive
Humfrey   	1	M	hot pink            	Radioactive
Lonnie    	1	F	hot pink            	Radioactive
Skippy    	1	M	hot pink            	Radioactive
Brennen   	1	M	hot pink            	Radioactive
Sue       	1	F	hot pink            	Radioactive
Pennie    	0	F	hot pink            	Radioactive
Worth     	0	M	hot pink            	Healthy
Euell     	0	M	hot pink            	Radioactive
------------------------------------------------------------------------
Findley   	10	M	hot pink            	Radioactive
Briny     	10	F	hot pink            	Radioactive
Mandy     	10	F	light neon green    	Radioactive
Gaylord   	10	M	hot pink            	Radioactive
Karlie    	10	F	light neon green    	Radioactive
Jerrie    	10	F	hot pink            	Radioactive
Luis      	10	M	light neon green    	Radioactive
Jilli     	10	F	light neon green    	Radioactive
Stephannie	10	F	light neon green    	Radioactive
Raviv     	10	M	light neon green    	Radioactive
Mandel    	10	M	light neon green    	Radioactive
Winny     	10	M	light neon green    	Radioactive
Sheridan  	10	M	hot pink            	Radioactive
Jamil     	10	M	light neon green    	Radioactive
Moselle   	10	F	hot pink            	Radioactive
Mildred   	10	F	hot pink            	Radioactive
Nance     	10	F	light neon green    	Radioactive
Enriqueta 	10	F	hot pink            	Radioactive
Marchall  	10	M	hot pink            	Radioactive
Farley    	10	M	light neon green    	Radioactive
Wittie    	10	M	light neon green    	Radioactive
Esma      	10	F	hot pink            	Radioactive
Madlen    	10	F	light neon green    	Radioactive
Dedra     	10	F	hot pink            	Radioactive
Carlynn   	10	F	hot pink            	Radioactive
Truman    	10	M	light neon green    	Radioactive
Evvie     	10	F	hot pink            	Radioactive
Casper    	10	M	hot pink            	Radioactive
Michelina 	10	F	light neon green    	Radioactive
Bron      	10	M	light neon green    	Radioactive
Riane     	10	F	hot pink            	Radioactive
Tomi      	10	F	hot pink            	Radioactive
Filbert   	10	M	hot pink            	Radioactive
Tyrone    	10	M	hot pink            	Radioactive
Clarabelle	10	F	hot pink            	Radioactive
Nance     	10	F	light neon green    	Radioactive
Pennie    	10	M	hot pink            	Radioactive
Sigismond 	10	M	hot pink            	Radioactive
Iolanthe  	10	F	light neon green    	Radioactive
Charlotte 	10	F	hot pink            	Radioactive
Huey      	10	M	hot pink            	Radioactive
Trev      	10	M	hot pink            	Radioactive
Dani      	10	M	light neon green    	Radioactive
Lynnell   	10	F	light neon green    	Radioactive
Harriet   	10	F	hot pink            	Radioactive
Barn      	10	M	hot pink            	Radioactive
Ara       	10	F	light neon green    	Radioactive
Dacey     	10	F	light neon green    	Radioactive
Coleman   	10	M	hot pink            	Radioactive
Delphinia 	10	F	hot pink            	Radioactive
Gilbertina	10	F	hot pink            	Radioactive
Leandra   	9	F	hot pink            	Radioactive
Marv      	9	M	light neon green    	Radioactive
Dreddy    	9	F	light neon green    	Radioactive
Kelley    	9	F	light neon green    	Radioactive
Charles   	9	M	light neon green    	Radioactive
Bogart    	9	M	light neon green    	Radioactive
Katrinka  	9	F	light neon green    	Radioactive
Tyne      	9	F	light neon green    	Radioactive
Evie      	9	F	light neon green    	Radioactive
Alf       	9	M	light neon green    	Radioactive
Harv      	9	M	hot pink            	Radioactive
Tades     	9	M	light neon green    	Radioactive
Elfreda   	9	F	light neon green    	Radioactive
Jessalin  	9	F	light neon green    	Radioactive
Rodi      	9	F	light neon green    	Radioactive
Marigold  	9	F	hot pink            	Radioactive
Atalanta  	9	F	hot pink            	Radioactive
Cross     	9	M	hot pink            	Radioactive
Welch     	9	M	light neon green    	Radioactive
Polly     	9	F	hot pink            	Radioactive
Granthem  	9	M	hot pink            	Radioactive
Ninnetta  	9	F	hot pink            	Radioactive
Griffy    	9	M	hot pink            	Radioactive
Craggie   	9	M	light neon green    	Radioactive
Lucille   	9	F	hot pink            	Radioactive
Gaby      	9	F	light neon green    	Radioactive
Byrom     	9	M	hot pink            	Radioactive
Ania      	9	F	light neon green    	Radioactive
Penny     	9	M	light neon green    	Radioactive
Lindie    	9	F	hot pink            	Radioactive
Lockwood  	9	M	hot pink            	Radioactive
Muffin    	9	M	hot pink            	Radioactive
Chrissie  	9	M	light neon green    	Radioactive
Doroteya  	9	F	light neon green    	Radioactive
Hilton    	9	M	hot pink            	Radioactive
Darb      	9	F	hot pink            	Radioactive
Mill      	9	M	light neon green    	Radioactive
Jarad     	9	M	hot pink            	Radioactive
Maritsa   	9	F	hot pink            	Radioactive
Michell   	9	F	hot pink            	Radioactive
Iolande   	9	F	hot pink            	Radioactive
Merv      	9	M	light neon green    	Radioactive
Delora    	9	F	light neon green    	Radioactive
Luz       	9	F	light neon green    	Radioactive
Northrup  	9	M	hot pink            	Radioactive
Allix     	9	F	hot pink            	Radioactive
Desmund   	9	M	light neon green    	Radioactive
Alix      	9	F	hot pink            	Radioactive
Courtney  	9	F	hot pink            	Radioactive
Harald    	9	M	light neon green    	Radioactive
Sax       	8	M	light neon green    	Radioactive
Rochelle  	8	F	light neon green    	Radioactive
Ardra     	8	F	light neon green    	Radioactive
Jemie     	8	F	light neon green    	Radioactive
Clare     	8	M	light neon green    	Radioactive
Marcy     	8	F	hot pink            	Radioactive
Aurlie    	8	F	light neon green    	Radioactive
Ceciley   	8	F	hot pink            	Radioactive
Zared     	8	M	light neon green    	Radioactive
Marsha    	8	F	hot pink            	Radioactive
Madelene  	8	F	hot pink            	Radioactive
Brigitte  	8	F	hot pink            	Radioactive
Carce     	8	M	light neon green    	Radioactive
Marley    	8	F	hot pink            	Radioactive
Loreen    	8	F	hot pink            	Radioactive
Angeline  	8	F	hot pink            	Radioactive
Clair     	8	M	light neon green    	Radioactive
Callida   	8	F	hot pink            	Radioactive
Abner     	8	M	hot pink            	Radioactive
Alys      	8	F	hot pink            	Radioactive
Helaina   	8	F	hot pink            	Radioactive
Poppy     	8	F	light neon green    	Radioactive
Marlo     	8	F	hot pink            	Radioactive
Lorrie    	8	F	light neon green    	Radioactive
Shea      	8	F	light neon green    	Radioactive
Kendell   	8	M	hot pink            	Radioactive
Eugen     	8	M	light neon green    	Radioactive
Orelee    	8	F	hot pink            	Radioactive
Rosalinde 	8	F	light neon green    	Radioactive
Jerri     	8	M	light neon green    	Radioactive
Armando   	8	M	light neon green    	Radioactive
Gabe      	8	M	hot pink            	Radioactive
Rosalyn   	8	F	light neon green    	Radioactive
Danie     	8	M	hot pink            	Radioactive
Thornton  	7	M	light neon green    	Radioactive
Carie     	7	F	light neon green    	Radioactive
Sela      	7	F	light neon green    	Radioactive
Jacinthe  	7	F	hot pink            	Radioactive
Nettie    	7	F	light neon green    	Radioactive
Abbe      	7	M	hot pink            	Radioactive
Sheila-Kathryn	7	F	light neon green    	Radioactive
Banky     	7	M	hot pink            	Radioactive
Shanie    	7	F	hot pink            	Radioactive
Odell     	7	M	hot pink            	Radioactive
Esdras    	7	M	hot pink            	Radioactive
Faustina  	7	F	hot pink            	Radioactive
Moira     	7	F	hot pink            	Radioactive
Fonz      	7	M	hot pink            	Radioactive
Bev       	7	M	light neon green    	Radioactive
Ingrim    	7	M	hot pink            	Radioactive
Zelig     	7	M	light neon green    	Radioactive
Farr      	7	M	hot pink            	Radioactive
Herculie  	7	M	hot pink            	Radioactive
Nanette   	7	F	light neon green    	Radioactive
Moss      	7	M	light neon green    	Radioactive
Queenie   	7	F	hot pink            	Radioactive
Vevay     	7	F	hot pink            	Radioactive
Willie    	7	M	hot pink            	Radioactive
Frasquito 	7	M	hot pink            	Radioactive
Nadya     	7	F	light neon green    	Radioactive
Juline    	7	F	light neon green    	Radioactive
Michel    	7	F	hot pink            	Radioactive
Jeramie   	7	M	hot pink            	Radioactive
Fifine    	7	F	light neon green    	Radioactive
Cherise   	7	F	light neon green    	Radioactive
Brenden   	7	M	hot pink            	Radioactive
Nell      	7	F	light neon green    	Radioactive
Shirlee   	7	F	light neon green    	Radioactive
Laureen   	7	F	hot pink            	Radioactive
Baron     	7	M	hot pink            	Radioactive
Freddy    	7	M	light neon green    	Radioactive
Sofia     	7	F	hot pink            	Radioactive
Albrecht  	7	M	light neon green    	Radioactive
Jerome    	7	M	hot pink            	Radioactive
Gustaf    	7	M	hot pink            	Radioactive
Sharon    	6	F	light neon green    	Radioactive
Merell    	6	M	hot pink            	Radioactive
Tami      	6	F	hot pink            	Radioactive
Gus       	6	F	light neon green    	Radioactive
Terrel    	6	M	hot pink            	Radioactive
Sharron   	6	F	hot pink            	Radioactive
Tilda     	6	F	hot pink            	Radioactive
Reinhard  	6	M	hot pink            	Radioactive
Jo        	6	M	light neon green    	Radioactive
Christophorus	6	M	light neon green    	Radioactive
Otis      	6	M	light neon green    	Radioactive
Vernice   	6	F	hot pink            	Radioactive
Burnaby   	6	M	hot pink            	Radioactive
Keefer    	6	M	hot pink            	Radioactive
Melisenda 	6	F	hot pink            	Radioactive
Alaine    	6	F	light neon green    	Radioactive
Bevin     	6	M	hot pink            	Radioactive
Colby     	6	M	light neon green    	Radioactive
Tobin     	6	M	light neon green    	Radioactive
Conrade   	6	M	light neon green    	Radioactive
Krystle   	6	F	hot pink            	Radioactive
Tiphani   	6	F	hot pink            	Radioactive
Nevin     	6	M	light neon green    	Radioactive
Tresa     	6	F	hot pink            	Radioactive
Torrin    	6	M	light neon green    	Radioactive
Dud       	6	M	hot pink            	Radioactive
Ignazio   	6	M	hot pink            	Radioactive
Julie     	6	M	hot pink            	Radioactive
Brigitta  	6	F	light neon green    	Radioactive
Dall      	6	M	light neon green    	Radioactive
Blisse    	6	F	light neon green    	Radioactive
Martin    	5	M	hot pink            	Radioactive
Margalo   	5	F	hot pink            	Radioactive
Germaine  	5	M	hot pink            	Radioactive
Keely     	5	F	hot pink            	Radioactive
Zebulon   	5	M	hot pink            	Radioactive
Osmund    	5	M	hot pink            	Radioactive
